LATITUDE,LONGITUDE
38.95608977,-77.02508905
38.87476434,-76.96590498
38.89421836,-76.91696142
38.94951539,-77.02737621
38.90710496,-76.99966542
38.92621339,-77.03196628
38.84844497,-76.97157104
38.86400032,-76.98131186
38.82456753,-77.00110922
38.97689497,-77.02790583
38.97602035,-77.027561
38.85184224,-76.98340403
38.92111404,-77.04043327
38.87314229,-76.9732854
38.91588366,-77.0204897
38.91743283,-77.0959333
38.93956736,-77.03302999
38.909021,-76.99707493
38.92007338,-77.0278347
38.920145,-77.02785191
38.93370459,-76.99149175
38.92280358,-76.99206295
38.97418661,-77.01608957
38.94459435,-77.02654366
38.86987286,-76.97614718
38.91681425,-77.0245357
38.83822616,-76.99948421
38.90846296,-77.03731416
38.90116108,-76.97771656
38.89166925,-76.93747607
38.91743692,-77.02666731
38.92361281,-76.96630635
38.84497916,-76.98614653
38.97275626,-77.03265498
38.86907691,-76.96799835
38.89427946,-76.91589773
38.85586545,-76.9696307
38.90308352,-76.93464004
38.8993459,-76.92927725
38.8611518,-76.9876371
38.84753759,-76.97299708
38.91391557,-77.02069034
38.94060586,-77.02350807
38.83521944,-77.00757475
38.82933303,-77.00151503
38.95666512,-77.01895634
38.90229037,-76.97492007
38.95634773,-77.0108596
38.88533272,-76.9739891
38.84710897,-76.9953767
38.90986761,-77.02119532
38.84624644,-76.99011107
38.84826586,-76.98840517
38.88399098,-76.93360282
38.89899026,-76.92778899
38.8999936,-76.99126417
38.96375591,-77.00587587
38.9175693,-77.03251498
